pl_name,hostname,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,sy_pnum,sy_snum
Kepler-1713 b,Kepler-1713,2017,18.01160049,0.1469,1.7167143950000001,,900.0,6334.8,1.453,1.25,295.293,1,1
Kepler-1714 b,Kepler-1714,2011,10.27530003,0.1047,3.2640608,,1211.0,6088.22,2.156,1.14,409.46,1,1
Kepler-1715 b,Kepler-1715,2017,35.59730148,0.2178,4.1394837,,613.0,6033.33,1.479,1.12,522.605,1,1
Kepler-1716 b,Kepler-1716,2017,35.58100128,0.1916,2.424719671,,408.0,4813.46,0.701,0.779,195.439,1,1
Kepler-1717 b,Kepler-1717,2017,30.65279961,0.2014,2.98899194,,780.0,6591.89,1.517,1.37,1008.79,1,1
Kepler-1718 b,Kepler-1718,2017,135.1880035,0.4878,2.5679819,,345.0,5839.24,0.933,1.053,375.522,1,1
Kepler-1719 b,Kepler-1719,2017,6.149559975,0.0674,3.9500515999999997,,1287.0,5752.63,1.843,1.03,905.406,1,1
Kepler-171 b,Kepler-171,2014,4.166972,0.05,2.342681,,,5642.0,0.84,,885.43,3,1
Kepler-171 c,Kepler-171,2014,11.463462,0.098,2.555652,,,5642.0,0.84,,885.43,3,1
Kepler-171 d,Kepler-171,2014,39.595519,0.223,1.8943210000000001,,,5642.0,0.84,,885.43,3,1
Kepler-1720 b,Kepler-1720,2017,12.70639992,0.1043,3.215828473,,697.0,5340.0,0.793,0.92,629.445,1,1
Kepler-1721 b,Kepler-1721,2017,4.592380047,0.0519,3.1180075299999994,,924.0,5168.0,0.78,0.87,641.374,1,1
Kepler-1722 b,Kepler-1722,2017,9.178569794,0.0819,2.86703802,,753.0,5406.0,0.9377,0.94,772.283,1,1
Kepler-1723 b,Kepler-1723,2017,39.75289917,0.2249,2.8795921,,568.0,5665.31,1.079,1.01,811.278,1,1
Kepler-1724 b,Kepler-1724,2017,6.45442009,0.0683,2.836717675,,999.0,5726.0,1.083,1.02,1060.77,1,1
Kepler-1725 Ab,Kepler-1725 A,2017,16.71990013,0.1301,2.81200183,,767.0,6161.0,1.103,1.17,558.652,1,1
Kepler-1726 b,Kepler-1726,2017,18.39629936,0.1306,2.508619036,,582.0,5338.0,0.7638,0.92,390.552,1,1
Kepler-1727 b,Kepler-1727,2017,9.029299736,0.0796,3.17304372,,757.0,5298.27,0.889,0.91,894.187,1,1
Kepler-1728 b,Kepler-1728,2017,4.782999992,0.0535,2.9550286699999995,,886.0,5021.0,0.818,0.83,651.783,1,1
Kepler-1729 b,Kepler-1729,2017,4.220970154,0.0418,3.8940065999999995,,600.0,4414.0,0.796,0.69,576.181,1,1
Kepler-172 b,Kepler-172,2014,2.940309,0.04,2.35389,,,5526.0,1.08,0.86,848.56,4,1
Kepler-172 c,Kepler-172,2014,6.388996,0.068,2.858295,,,5526.0,1.08,0.86,848.56,4,1
Kepler-172 d,Kepler-172,2014,14.627119,0.118,2.253009,,,5526.0,1.08,0.86,848.56,4,1
Kepler-172 e,Kepler-172,2014,35.118736,0.211,2.757414,,,5526.0,1.08,0.86,848.56,4,1
Kepler-1730 b,Kepler-1730,2017,13.81019974,0.1131,4.485057169999999,,833.0,5598.0,1.158,0.99,1427.08,1,1
Kepler-1731 b,Kepler-1731,2017,21.76129913,0.1401,2.932924522,,486.0,4923.57,0.6891,0.808,169.948,1,1
Kepler-1732 b,Kepler-1732,2017,32.31240082,0.2015,4.09901921,,699.0,5838.73,1.373,1.05,1289.41,1,1
Kepler-1733 b,Kepler-1733,2017,9.229579926,0.0933,3.635829703,,1021.0,6276.71,1.387,1.23,2080.51,1,1
Kepler-1734 b,Kepler-1734,2017,6.796850204,0.0714,3.0880795,,985.0,5910.67,1.125,1.08,1482.83,1,1
Kepler-1735 b,Kepler-1735,2017,7.71792984,0.0621,1.19398268,,502.0,3888.0,0.558,0.552,245.303,1,1
Kepler-1736 b,Kepler-1736,2017,37.81029892,0.2188,3.87663265,,566.0,5804.06,1.571,1.04,1430.0,1,1
Kepler-1737 b,Kepler-1737,2017,64.61750031,0.297,5.39500379,,383.0,5043.0,0.881,0.834,782.17,1,1
Kepler-1738 b,Kepler-1738,2017,7.674630165,0.0781,2.82399546,,957.0,5703.0,1.018,1.02,1302.87,1,1
Kepler-1739 b,Kepler-1739,2017,7.343709946,0.0697,2.4301112,,839.0,5703.0,0.8717,1.02,783.666,1,1
Kepler-173 b,Kepler-173,2014,4.263742,0.048,1.289035,,,6031.0,0.95,0.78,853.39,2,1
Kepler-173 c,Kepler-173,2014,8.005777,0.074,2.432353,,,6031.0,0.95,0.78,853.39,2,1
Kepler-1740 b,Kepler-1740,2017,8.172400475,0.0779,3.32302014,,858.0,5714.58,0.931,1.02,1061.77,1,1
Kepler-1741 b,Kepler-1741,2017,2.757590055,0.0296,1.27300613,,615.0,3842.11,0.54,0.591,270.739,1,1
Kepler-1742 b,Kepler-1742,2017,49.47819901,0.2587,2.17802079,,462.0,5582.0,0.865,0.99,669.573,1,1
Kepler-1743 b,Kepler-1743,2017,7.649710178,0.0822,1.5988181330000002,,1144.0,5624.37,2.0998,1.0,538.807,1,1
Kepler-1744 Ab,Kepler-1744 A,2017,37.10110092,0.2093,3.76700863,,532.0,5623.54,0.941,1.0,1091.63,1,1
Kepler-1745 b,Kepler-1745,2017,3.016190052,0.0408,1.92806009,,1449.0,5572.72,1.08087,0.98,996.105,1,1
Kepler-1746 b,Kepler-1746,2017,321.2120056,0.9453,8.933573,,310.0,6270.99,1.499,1.22,979.541,1,1
Kepler-1747 b,Kepler-1747,2017,6.230319977,0.066,4.2650245,,875.0,5174.0,0.982,0.88,1321.38,1,1
Kepler-1748 b,Kepler-1748,2017,5.823520184,0.0615,2.712723717,,955.0,5376.0,0.77,0.93,1083.28,1,1
Kepler-1749 Ab,Kepler-1749,2017,14.53409958,0.0956,1.6129750999999999,,420.0,4238.82,0.621,0.66,268.2,1,1
Kepler-174 b,Kepler-174,2014,13.98179,0.1,1.9615749999999998,,,4880.0,0.62,,389.07,3,1
Kepler-174 c,Kepler-174,2014,44.000529,0.214,1.490797,,,4880.0,0.62,,389.07,3,1
Kepler-174 d,Kepler-174,2014,247.35373,0.677,2.185755,,,4880.0,0.62,,389.07,3,1
Kepler-1750 b,Kepler-1750,2017,205.9120026,0.6785,6.0041008499999995,,298.0,5474.0,1.193,0.96,1497.33,1,1
Kepler-1751,Kepler-1751,2017,7.017310143,0.0712,1.8240405700000002,,984.0,5732.0,1.057,1.02,1291.47,1,1
Kepler-1752 b,Kepler-1752,2017,56.35850143,0.2698,4.539645,,419.0,5214.0,0.7748,0.89,962.888,1,1
Kepler-1753 b,Kepler-1753,2017,16.00460052,0.1179,2.2670202500000003,,583.0,5007.0,0.697,0.83,707.688,1,1
Kepler-1754 b,Kepler-1754,2017,8.195949554,0.0718,2.4401993,,672.0,4553.0,0.794,0.72,718.945,1,1
Kepler-1755 b,Kepler-1755,2017,24.81209946,0.1668,5.9169273361,,631.0,6229.0,1.176,1.2,982.383,1,1
Kepler-1756 b,Kepler-1756,2017,2.355750084,0.0319,1.47196588,,1083.0,4915.0,0.812,0.781,756.88,1,1
Kepler-1757 b,Kepler-1757,2017,19.65640068,0.1335,2.94662192,,549.0,5146.0,0.822,0.87,807.308,1,1
Kepler-1758 b,Kepler-1758,2017,9.977210045,0.0919,2.5702237,,1028.0,5995.0,1.621,1.1,1588.41,1,1
Kepler-1759 b,Kepler-1759,2017,3.720230103,0.0429,0.903703207,,954.0,4878.0,0.732,0.796,385.348,1,1
Kepler-175 b,Kepler-175,2014,11.903515,0.105,2.555652,,,6064.0,1.01,1.04,1363.39,2,1
Kepler-175 c,Kepler-175,2014,34.035257,0.213,3.104893,,,6064.0,1.01,1.04,1363.39,2,1
Kepler-1760 Ab,Kepler-1760 A,2017,38.3260994,0.2084,2.289920237,,480.0,5229.0,0.903,0.821,588.95,1,1
Kepler-1761 b,Kepler-1761,2017,4.043540001,0.0413,1.3910369,,613.0,3802.0,0.5992,0.587,221.186,1,1
Kepler-1762 b,Kepler-1762,2017,29.53910065,0.204,2.7596558,,714.0,6198.0,1.27,1.19,1663.74,1,1
Kepler-1763 b,Kepler-1763,2017,1.480280042,0.0257,1.1465125649999999,,1822.0,5969.97,1.281,1.1,756.486,1,1
Kepler-1764 b,Kepler-1764,2017,70.46829987,,4.55500133,,511.0,6085.02,1.45,1.14,1542.48,1,1
Kepler-1765 b,Kepler-1765,2017,10.41889954,0.0917,2.49501131,,855.0,5665.0,0.887,1.006,764.456,1,1
Kepler-1766 b,Kepler-1766,2017,105.0149994,0.4229,2.27901388,,406.0,5788.86,1.2159,1.039,501.229,1,1
Kepler-1767 b,Kepler-1767,2017,59.65829849,0.2873,3.012923155,,393.0,5172.78,0.697,0.88,820.506,1,1
Kepler-1768 b,Kepler-1768,2017,15.13589954,0.1286,2.23305698,,933.0,6264.0,1.1816,1.22,632.766,1,1
Kepler-1769 Ab,Kepler-1769 A,2017,89.1934967,0.3987,4.46499306,,483.0,6173.0,1.12,1.18,438.412,1,1
Kepler-176 b,Kepler-176,2014,5.433074,0.058,1.434752,,,5232.0,0.89,,535.4,4,1
Kepler-176 c,Kepler-176,2014,12.759712,0.102,2.600488,,,5232.0,0.89,,535.4,4,1
Kepler-176 d,Kepler-176,2014,25.751974,0.163,2.510816,,,5232.0,0.89,,535.4,4,1
Kepler-176 e,Kepler-176,2016,51.16579,,1.445961,,,5232.0,0.89,,535.4,4,1
Kepler-1770 b,Kepler-1770,2017,16.84189987,0.1261,2.84103314,,699.0,5520.0,0.859,0.97,582.942,1,1
Kepler-1771 Ab,Kepler-1771 A,2017,88.64399719,0.3815,4.05507993,,391.0,5661.0,0.934,0.941,565.752,1,1
Kepler-1772 b,Kepler-1772,2017,3.215090036,0.0418,2.68601267,,1155.0,5582.0,1.8411,0.99,871.564,1,1
Kepler-1773 b,Kepler-1773,2017,40.80970001,0.2489,3.50471803,,623.0,6136.0,1.41,1.16,681.255,1,1
Kepler-1774 b,Kepler-1774,2017,59.77080154,0.3096,3.1810021099999997,,522.0,5942.35,1.174,1.09,816.592,1,1
Kepler-1775 b,Kepler-1775,2017,85.65399933,0.3986,3.64707233,,522.0,5910.19,1.266,1.08,657.023,1,1
Kepler-1776 b,Kepler-1776,2017,35.01190186,0.2142,2.6115176559999997,,602.0,5961.17,1.132,1.09,690.336,1,1
Kepler-1777 b,Kepler-1777,2017,12.18420029,0.1031,2.13105508,,819.0,5600.06,1.0225,0.99,619.146,1,1
Kepler-1778 b,Kepler-1778,2017,10.08740044,0.0956,3.016622125,,942.0,5875.0,1.08,1.06,1276.29,1,1
Kepler-1779 b,Kepler-1779,2017,16.34359932,0.1264,3.032920011,,730.0,5714.0,0.963,1.02,908.501,1,1
Kepler-177 b,Kepler-177,2013,35.8601,,3.497208,5.837986000000001,,5732.0,1.32,0.92,1497.42,2,1
Kepler-177 c,Kepler-177,2013,49.40926,,8.731811,14.69825,,5732.0,1.32,0.92,1497.42,2,1
Kepler-1780 b,Kepler-1780,2017,109.4449997,0.4276,3.6060473899999996,,340.0,5385.22,0.895,0.93,790.516,1,1
Kepler-1781 b,Kepler-1781,2017,4.88752985,0.0574,2.3796706999999997,,1003.0,5190.0,0.816,0.88,962.63,1,1
Kepler-1782 Ab,Kepler-1782 A,2017,5.756229877,0.0582,2.22902174,,773.0,4867.0,0.741,0.79,305.792,1,1
Kepler-1783 b,Kepler-1783,2017,8.277440071,0.077,1.31941139,,1088.0,5111.02,0.7588,0.859,264.078,1,1
Kepler-1784 b,Kepler-1784,2017,13.59049988,0.1072,2.799324451,,724.0,5475.0,0.966,0.96,883.045,1,1
Kepler-1785 b,Kepler-1785,2017,19.58550072,0.1379,2.70405916,,666.0,5734.0,1.0169,1.02,745.74,1,1
Kepler-1786 b,Kepler-1786,2017,78.5460968,0.3659,3.16306771,,501.0,5718.47,1.22294,1.02,863.909,1,1
Kepler-1787 b,Kepler-1787,2017,39.31370163,0.227,2.31891792,,540.0,5808.0,0.881,1.04,778.602,1,1
Kepler-1788 b,Kepler-1788,2017,2.800120115,0.0343,2.378516173,,956.0,4670.0,0.756,0.74,560.445,1,1
Kepler-1789 b,Kepler-1789,2017,80.23190308,0.3543,2.831326146,,380.0,5495.0,0.845,0.96,611.461,1,1
Kepler-178 b,Kepler-178,2014,9.576694,0.085,2.903131,,,5676.0,1.07,,731.04,3,1
Kepler-178 c,Kepler-178,2014,20.552802,0.142,2.880713,,,5676.0,1.07,,731.04,3,1
Kepler-178 d,Kepler-178,2014,96.678988,0.397,3.9455679999999997,,,5676.0,1.07,,731.04,3,1
Kepler-1791 Ab,Kepler-1791 A,2017,7.720860004,0.0761,3.12103396,,1021.0,5887.0,1.177,0.985,602.218,1,1
