pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_dens,pl_orbincl,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-110 b,Kepler-110,1,2,0,0,Transit,2014,12.691112,0.107,1.83,0.163,4.01,0.0126,0.0,153.881,1008.0,3.6,89.98,5960.0,1.149,0.989,-0.1498,4.327,4.47,0.53,586.531,13.003,11.623,12.902
Kepler-1296 b,Kepler-1296,1,1,0,0,Transit,2016,8.3839865,0.0896,0.91,0.08118476,0.693,0.00218,0.0,399.015,1285.0,5.05,81.36,5359.0,0.83,0.87,-0.04,4.55,4.17,0.5853,1551.54,14.934,12.801,14.6267
Kepler-1221 b,Kepler-1221,1,1,0,0,Transit,2016,12.00096042,0.0906,1.88,0.16772237,4.19,0.0132,0.0,37.81,632.0,3.47,88.53,5194.0,0.82,0.87,0.09,4.55,4.57,1.04718,913.65,15.909,13.665,15.5804
Kepler-158 d,Kepler-158,1,3,0,0,Transit,2024,0.645088,,0.43,0.0383621,0.0472,0.000148,,,,3.26,,4895.97,0.668,0.656,-0.3,4.62,13.9,3.1,315.177,14.743,12.057,14.4165
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,0,1,Microlensing,2020,,2.8,12.9,1.15,1400.0,4.4,,,,3.58,,,,0.42,,,,,7600.0,,,
Kepler-49 b,Kepler-49,1,4,0,0,Transit,2012,7.2,0.05929,2.579,0.23008337,9.77,0.03073986,0.0,21.481,509.0,3.082111,89.9,4095.6,0.618,0.607,0.03,4.68,2.88,3.566861,311.222,15.655,12.383,15.2293
TOI-1295 b,TOI-1295,1,1,0,0,Transit,2024,3.1968838,0.047,15.69257298,1.4,451.31633794,1.42,0.024,1800.0,2360.0,0.65,,6280.0,1.7,1.38,0.26,4.1,2.0,0.456777,388.227,11.303,10.08,11.1307
Kepler-1691 b,Kepler-1691,1,1,0,0,Transit,2020,3.8482,0.0495,1.83470985,0.16368185,4.02,0.0127,0.0,641.53,1283.0,3.58,88.47,6000.0,1.13152,1.11,0.16,4.37607,0.61,1.080206,1267.67,14.893,13.464,14.8807
Kepler-180 c,Kepler-180,1,2,0,0,Transit,2014,41.885775,0.229,3.01,0.269,9.32,0.0293,0.0,16.423,540.0,1.88,87.62,5731.0,1.063,0.95,0.03,4.343,9.7,1.66339,695.65,14.488,12.685,14.325
HATS-33 b,HATS-33,1,1,0,0,Transit,2016,2.5495551,0.03727,13.78707,1.23,378.85336,1.192,0.08,757.1284,1429.0,0.79,87.62,5659.0,1.022,1.062,0.29,4.445,3.0,1.4,248.46,11.91,10.287,11.7082
K2-254 c,K2-254,1,2,0,0,Transit,2018,12.11839,0.0923,2.19,0.19537871,5.43,0.0171,,17.6668,551.0,2.84,,4629.0,0.67,0.71,-0.14,4.64,,2.710729,227.775,14.238,11.296,13.7427
HD 38283 b,HD 38283,1,1,0,0,Radial Velocity,2010,363.20001,1.02,14.0,1.25,127.132,0.4,0.41,2.4745,348.58,0.255,,5981.0,1.49,1.37,-0.18,4.23,6.2,0.466076,38.0615,6.69,5.267,6.54392
Kepler-162 c,Kepler-162,1,2,0,0,Transit,2014,19.446355,0.137,3.03,0.27,9.43,0.0297,0.0,77.052,681.0,1.86,88.21,5816.0,0.958,1.053,0.1,4.436,4.57,0.76,855.641,14.351,12.658,14.2231
TOI-375 d,TOI-375,1,3,0,0,Radial Velocity,2026,297.9,0.984,13.6,1.21,445.59542661,1.402,,5.96,434.0,0.973,,5259.9,2.9,1.441,0.084,3.672,2.94,0.083,396.213,11.516,9.084,11.0473
K2-248 b,K2-248,1,1,0,0,Transit,2018,7.17256,0.0699,2.57,0.22928004,7.13,0.0224,,132.3323,886.0,2.31,,5528.0,0.92,0.88,-0.1,4.45,,1.826472,406.254,13.497,11.643,13.2616
Kepler-1252 b,Kepler-1252,1,1,0,0,Transit,2016,15.0540329,0.1078,1.67,0.14898742,3.43,0.0108,0.0,57.579,665.0,4.05,86.09,5949.0,1.09,1.06,0.03,4.38,3.89,1.52219,648.979,14.743,12.69,14.4946
WASP-35 b,WASP-35,1,1,0,0,Transit,2011,3.16158,0.04317,14.5717,1.3,225.6593,0.71,0.0,758.1026,1338.29,0.378,87.96,5990.0,1.08,1.05,-0.15,4.4,5.0,1.17,202.218,10.939,9.525,10.8531
HD 155918 b,HD 155918,1,2,0,0,Radial Velocity,2022,1.87567,0.03,2.67,0.239,7.62788177,0.024,0.194,1153.7389,1622.13,2.2,,5771.84,1.01906,1.03,-0.6616,4.43451,12.3,1.372163,27.561,7.0,5.459,6.8406
Kepler-300 c,Kepler-300,1,2,0,0,Transit,2014,40.714955,0.232,2.25,0.201,5.69,0.0179,0.0,43.248,516.0,2.74,88.74,5986.0,0.9,1.07,0.04,4.532,3.63,0.39973,1098.45,14.25,12.742,14.1797
HD 55696 b,HD 55696,1,1,0,0,Radial Velocity,2018,1827.0,3.18,12.9,1.16,1357.12729789,4.27,0.705,0.2662,200.43,3.47,57.0,6012.0,1.52,1.29,0.37,4.15,2.64,0.324701,77.9693,7.95,6.591,7.81135
Kepler-787 b,Kepler-787,1,1,0,0,Transit,2016,0.928310498,0.0159,1.28,0.11419395,2.18,0.00687,0.0,493.553,1115.0,5.71,88.27,4248.0,0.62,0.65,-0.09,4.67,3.39,3.24108,503.568,16.696,13.105,15.8612
Kepler-79 e,Kepler-79,1,4,0,0,Transit,2014,81.0665,0.39445,3.53,0.31492605,3.8,0.01195614,0.025,18.78,511.0,0.48,89.13,6389.0,1.316,1.244,0.06,4.274,1.32,0.59,1020.72,14.036,12.606,13.8825
NGTS-12 b,NGTS-12,1,1,0,0,Transit,2020,7.532806,0.0757,11.747032,1.048,66.10864,0.208,0.0,416.0,1257.0,0.223,88.9,5690.0,1.589,1.021,-0.03,4.045,9.4,0.359,446.442,12.382,10.588,12.1279
Kepler-493 b,Kepler-493,1,1,0,0,Transit,2016,3.003876581,0.0439,15.13,1.34980819,,,0.0,1414.329,1438.0,,87.33,6457.0,1.54,1.36,0.11,4.19,2.0,0.95308,1745.77,15.268,13.727,15.0352
TOI-4155 b,TOI-4155,1,1,0,0,Transit,2025,3.320729,,3.21,0.28637751,10.4,0.0327,,586.762,1255.0,1.73,88.84,5724.0,0.95,1.16,0.11,4.44,,1.89812,240.737,11.85,10.265,11.6904
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,0,0,Microlensing,2020,,4.27,2.67,0.238,7.59,0.0239,,,,2.19,,,,1.14,,,,,3380.0,,,
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,1,0,0,Microlensing,2022,,2.0,11.4,1.01,88.99195396,0.28,,,,0.33,,,,0.47,,,,,6100.0,,,
HATS-28 b,HATS-28,1,1,0,0,Transit,2016,3.1810781,0.04131,13.383546,1.194,213.58176,0.672,0.202,407.8485,1253.0,0.48,86.17,5498.0,0.922,0.929,0.01,4.476,6.2,1.67,535.383,13.981,12.086,13.7929
Kepler-214 c,Kepler-214,1,2,0,0,Transit,2014,28.7798,0.194,2.13,0.19,5.18,0.0163,0.0,87.244,619.0,2.95,86.15,6169.0,1.352,1.11,-0.02,4.249,1.58,0.29,1208.44,14.057,12.607,13.9058
HD 33142 b,HD 33142,1,3,0,0,Radial Velocity,2011,330.0,1.074,13.7,1.22,400.46379282,1.26,0.049,8.6781,477.5,0.856,,5025.4,4.17,1.52,0.06,3.375,2.72,,121.375,7.96,5.792,7.71274
GJ 4274 b,GJ 4274,1,2,0,0,Radial Velocity,2026,1.6339,0.0153,1.53,0.137,2.97,0.00934467,,14.7,548.53,4.56,,3228.0,0.19,0.18,-0.19,5.26,0.12,,7.23556,13.31,7.319,11.5542
Kepler-385 b,Kepler-385,1,3,0,0,Transit,2014,10.043686,0.097,2.73,0.244,12.8,0.04,0.0,143.919,951.0,3.46,79.64,6326.0,1.126,0.992,0.01,4.412,3.31,0.79,1432.61,15.76,13.819,15.192
HD 27631 b,HD 27631,1,1,0,0,Radial Velocity,2012,2198.14,3.242,13.5,1.21,495.81231492,1.56,0.141,0.0836,147.61,1.11,74.0,5737.0,0.923,0.944,-0.12,4.455,4.01,1.1271,50.2862,8.26,6.646,8.08478
KIC 5479689 b,KIC 5479689,1,1,0,0,Orbital Brightness Modulation,2021,1.701531,,14.2,1.27,158.9142035,0.5,,,,0.305,,5459.1,0.894,0.966,0.161,4.52,,1.635356,454.95,13.929,11.937,13.7459
TOI-2120 b,TOI-2120,1,1,0,0,Transit,2024,5.7998164,0.0377,2.122,0.18931249,6.8,0.02139519,0.32,3.61,384.0,,88.67,3131.0,0.245,0.211,0.39,4.985,,20.6,32.1755,15.648,10.205,14.1872
Kepler-1257 b,Kepler-1257,1,1,0,0,Transit,2016,2.668313762,0.0376,1.52,0.13560532,2.92,0.0092,0.0,546.908,1252.0,4.57,87.65,5502.0,0.87,0.9,-0.09,4.52,4.37,1.42361,1105.95,15.644,13.848,15.5124
Kepler-1744 b,Kepler-1744,1,1,0,0,Transit,2021,37.10110092,0.20945,3.76754004,0.33611799,13.6,0.0429,0.0,21.0,532.0,1.4,89.52,5986.0,0.85,0.886,-0.5,4.527,7.76,1.56368,1091.63,15.566,13.532,15.2558
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,0,0,Microlensing,2018,,1.8,2.95,0.263,9.0,0.028,,,,1.93,,,,0.2,,,,,5800.0,,,
Kepler-901 b,Kepler-901,1,1,0,0,Transit,2016,3.517494394,0.0378,1.37,0.12222321,2.45,0.00771,0.0,68.723,704.0,5.24,86.49,4184.0,0.57,0.59,-0.3,4.7,3.8,9.67188,253.867,15.85,11.907,14.6803
KELT-6 c,KELT-6,1,2,0,0,Radial Velocity,2015,1276.0,2.39,13.0,1.16,1179.1493,3.71,0.21,0.5448,241.9,2.95,,6272.0,1.529,1.126,-0.27,4.12,4.9,0.44,240.726,10.371,9.083,10.1934
Kepler-298 b,Kepler-298,1,3,0,0,Transit,2014,10.475464,0.08,1.96,0.175,4.5,0.0142,0.0,24.707,540.0,3.28,88.61,4465.0,0.582,0.66,-0.21,4.709,2.4,6.83183,518.204,15.617,13.075,15.4179
TIC 279401253 c,TIC 279401253,1,2,0,0,Transit,2023,155.3,0.591,12.6,1.12,2548.98382414,8.02,0.254,3.5788,384.31,7.0,90.0,5951.0,1.06,1.13,0.2,4.438,1.2,1.044038,285.584,11.938,10.345,11.6965
Kepler-143 c,Kepler-143,1,2,0,0,Transit,2014,27.082511,0.181,3.37,0.301,11.3,0.0355,0.0,58.7,703.0,1.62,87.22,5848.0,1.359,0.982,-0.01,4.202,9.33,0.45,809.467,13.882,12.223,13.7057
ups Leo b,ups Leo,1,1,0,0,Radial Velocity,2021,385.2,1.18,14.2,1.27,162.09248757,0.51,0.32,45.3174,719.08,0.311,,4836.0,11.22,1.48,-0.2,2.46,,,52.5973,4.3049,2.184,4.0304
Kepler-808 b,Kepler-808,1,1,0,0,Transit,2016,0.631332353,0.01314,1.46,0.13025248,2.73,0.00859,0.0,1428.3,1322.0,4.82,76.59,4653.0,0.71,0.76,0.05,4.62,1.95,1.95,321.0,14.519,11.879,14.3539
Kepler-885 b,Kepler-885,1,1,0,0,Transit,2016,18.11472949,0.14403,2.5,0.22303506,6.8,0.0214,0.0,124.646,830.0,2.39,85.95,6187.0,1.35,1.21,0.11,4.26,3.16,0.45,651.318,12.948,11.535,12.7877
Kepler-151 c,Kepler-151,1,2,0,0,Transit,2014,24.674612,0.16,2.09,0.186,5.02,0.0158,0.0,21.407,544.0,3.02,88.69,5460.0,0.83,0.87,0.1245,4.555,4.6,7.40274,649.919,14.957,12.864,14.7189
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,0,Microlensing,2016,,2.6,6.56,0.585,35.0,0.11,,,,0.681,,,,0.57,,,,,2600.0,,,
Kepler-923 b,Kepler-923,1,1,0,0,Transit,2016,6.93366476,0.07592,1.38,0.12311535,2.48,0.0078,0.0,390.636,1104.0,5.19,80.2,5988.0,1.26,1.11,0.07,4.28,4.68,0.59,1000.28,14.124,12.665,14.0117
Kepler-191 c,Kepler-191,1,3,0,0,Transit,2014,17.738506,0.128,1.86,0.166,4.12,0.013,0.0,23.2,596.0,3.52,88.16,5282.0,0.789,0.857,0.13,4.594,1.0,1.82,594.464,14.987,12.883,14.7758
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,0,Microlensing,2012,,2.72,14.2,1.27,170.0,0.53,,,,0.326,,,,0.26,,,,,2570.0,,,
K2-247 c,K2-247,1,2,0,0,Transit,2018,6.49424,0.0615,2.19,0.19537871,5.43,0.0171,,34.7304,688.0,2.84,,4667.0,0.69,0.74,-0.08,4.63,,2.038101,258.113,14.857,11.556,14.3583
K2-322 b,K2-322,1,1,0,0,Transit,2020,8.205,0.0594,1.92,0.17129093,4.35,0.0137,,25.9048,635.0,3.38,88.15,4141.0,0.602,0.63,,4.677,,3.578675,123.415,13.963,10.413,13.3108
HATS-44 b,HATS-44,1,1,0,0,Transit,2018,2.7439004,0.03649,11.960003,1.067,177.9848,0.56,0.279,306.417,1161.0,0.56,84.65,5080.0,0.847,0.86,0.32,4.514,9.7,1.98,446.035,14.397,12.188,14.1595
K2-352 c,K2-352,1,3,0,0,Transit,2021,8.234885,,1.92,0.17129122,4.35,0.0137,,,885.0,3.38,,5791.0,0.95,0.98,-0.05,4.47,,1.778256,176.051,11.125,9.691,11.1147
TOI-1408 c,TOI-1408,1,2,0,0,Transit Timing Variations,2024,2.1664,0.03587,2.22,0.19805548,7.6,0.02391227,0.1353,2005.35,1864.0,3.8,82.6,6117.0,1.53,1.312,0.25,4.1,2.7,0.52,139.484,9.270001,8.078,9.18795
Kepler-1460 b,Kepler-1460,1,1,0,0,Transit,2016,29.9633247,0.1614,1.96,0.17485949,4.5,0.0142,0.0,5.469,391.0,3.28,89.04,4422.0,0.67,0.7,-0.02,4.64,3.98,14.95658,553.218,16.166,13.359,15.9191
Kepler-41 b,Kepler-41,1,1,0,0,Transit,2011,1.8555582,0.03101,14.46,1.29,177.98,0.56,0.0,2036.749,1790.0,0.33,82.51,5750.0,1.29,1.15,0.38,4.278,4.4,0.754,1093.08,14.509,12.892,14.413
Kepler-229 d,Kepler-229,1,3,0,0,Transit,2014,41.194912,0.22,3.85,0.343,14.2,0.0445,0.0,6.162,439.0,1.37,89.96,5120.0,0.728,0.808,0.06,4.633,2.04,1.94,826.265,16.22,13.785,15.8265
HD 72659 b,HD 72659,1,2,0,0,Radial Velocity,2002,3549.0,4.607,13.2,1.17,949.67128012,2.988,0.2393,0.1115,155.34,2.27,77.583,5929.0,1.36,1.033,-0.02,4.23,8.0,0.503322,51.8949,7.46,5.982,7.3107
Kepler-11 b,Kepler-11,1,6,0,0,Transit,2010,10.3039,0.091,1.8,0.161,1.9,0.006,0.045,146.36,849.0,1.72,89.64,5663.0,1.065,0.961,0.05,4.366,8.5,1.122,646.346,13.817,12.18,13.7062
Kepler-900 b,Kepler-900,1,1,0,0,Transit,2016,6.9913086,0.0679,2.08,0.18556517,4.98,0.0157,0.0,54.109,716.0,3.04,87.58,4836.0,0.73,0.78,-0.01,4.6,4.57,1.03464,487.525,15.19,12.701,14.9453
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,1,1,0,0,Microlensing,2024,,1.88,13.2,1.18,823.17557413,2.59,,,,1.97,,,,0.41,,,,,6480.0,,,
K2-201 c,K2-201,1,2,0,0,Transit,2018,22.779878,,3.28568401,0.29312909,10.8,0.034,,,,1.67,89.27205,5507.0,0.878161,0.956055,0.13,4.68,,1.873363,197.932,12.168,10.198,11.9432
Kepler-580 b,Kepler-580,1,1,0,0,Transit,2016,8.222419656,0.0683,2.57,0.22928004,7.13,0.0224,0.0,24.063,558.0,2.31,89.39,4298.0,0.64,0.67,-0.06,4.66,3.47,3.53227,323.899,15.308,12.314,14.9505
Kepler-1723 b,Kepler-1723,1,1,0,0,Transit,2021,39.75289917,0.2249,2.88046569,0.25697838,8.65,0.0272,0.0,24.54,568.0,1.99,89.96,6072.0,1.01,0.96,-0.3,4.411,3.3,2.91278,811.278,14.383,12.849,14.2875
omi UMa b,omi UMa,2,1,0,0,Radial Velocity,2012,1569.81,3.691,13.0,1.16,1160.39151396,3.651,0.149,8.4795,473.88,2.9,,5075.0,13.84,2.72,-0.16,2.58,,,54.9149,3.35214,1.339,3.14432
Kepler-163 b,Kepler-163,1,2,0,0,Transit,2014,7.810937,0.078,1.05,0.094,1.16,0.00364,0.0,115.612,906.0,5.51,85.78,5776.0,0.917,0.882,0.1412,4.524,4.27,2.11347,689.814,14.467,12.784,14.3796
GJ 179 b,GJ 179,1,1,0,0,Radial Velocity,2009,2288.0,2.41,13.8,1.23,301.93698665,0.95,0.21,0.0028,64.53,0.631,61.0,3370.0,0.38,0.357,0.3,4.83,,9.675469,12.356,11.963,6.942,10.7055
HD 7924 b,HD 7924,1,3,0,0,Radial Velocity,2008,5.39792,0.06,,,2058.25676373,6.476,0.06,113.7,825.9,,0.2472,5131.0,0.78,0.65,-0.21,4.46,0.88,2.477558,16.9922,7.17896,5.159,6.92516
Kepler-1218 b,Kepler-1218,1,1,0,0,Transit,2016,22.9221266,0.15698,1.44,0.1284682,2.67,0.00839,0.0,84.83,684.0,4.91,88.01,5986.0,1.1,1.06,-0.02,4.38,3.8,0.38,840.503,13.73,12.177,13.5511
HATS-57 b,HATS-57,1,1,0,0,Transit,2019,2.350621,0.03493,12.767051,1.139,1000.21101,3.147,0.028,570.233,1413.4,2.65,87.88,5587.0,0.96,1.026,0.268,4.484,2.5,1.633,279.485,12.333,10.707,12.1816
Kepler-603 c,Kepler-603,1,3,0,0,Transit,2016,127.9075774,0.53439,6.5,0.57989116,34.5,0.108,0.0,8.8,401.0,0.69,89.58,5808.0,1.01,1.01,0.03,4.43,4.37,0.35,1539.63,14.969,13.214,14.8159
HD 191939 f,HD 191939,1,6,0,0,Radial Velocity,2022,2898.0,3.71,13.2,1.18,915.34581216,2.88,0.0,0.0472,125.0,2.19,,5348.0,0.94,0.81,-0.15,4.3,8.7,1.4082,53.6089,8.97,7.18,8.77476
HD 30669 b,HD 30669,1,1,0,0,Radial Velocity,2014,1684.0,2.69,14.3,1.27,149.37,0.47,0.18,0.0987,151.45,0.281,,5400.0,0.91,0.92,0.13,4.37,4.8,1.530085,58.0844,9.12,7.329,8.90667
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,0,0,Microlensing,2018,,1.7,11.0,0.978,83.7,0.263,,,,0.346,,,,0.4,,,,,6400.0,,,
K2-244 b,K2-244,1,1,0,0,Transit,2018,21.06884,0.1418,1.75,0.15612454,3.71,0.0117,,37.9007,638.0,3.8,89.2139,5677.0,0.92,0.86,-0.29,4.44,,2.115303,212.902,11.78,10.163,11.6317
EPIC 201497682 b,EPIC 201497682,1,1,0,0,Transit,2019,2.13174,,0.692,0.0617361,0.26,0.000817,,,,4.31,,4991.0,0.554,0.78,-0.0892,4.63444,,3.229264,253.026,13.948,11.438,13.7368
Kepler-653 c,Kepler-653,1,2,0,0,Transit,2016,0.900376476,0.01855,0.78,0.06958694,0.399,0.00126,0.0,3743.275,2078.0,4.62,89.04,5665.0,1.19,1.02,0.23,4.29,7.76,0.63,595.634,13.498,11.793,13.3461
K2-59 c,K2-59,1,2,0,0,Transit,2016,11.2954,0.0905,2.3,0.20519226,5.9,0.0186,,38.3,692.77,2.66,,5055.0,0.731,0.774,,4.592,,4.000805,311.313,14.266,11.838,13.9395
Kepler-531 b,Kepler-531,1,1,0,0,Transit,2016,29.88485741,0.17446,2.78,0.24801499,8.15,0.0256,0.0,10.007,453.0,2.08,89.06,4893.0,0.75,0.78,-0.03,4.58,7.76,1.96,252.762,13.566,11.177,13.2923
HD 104067 c,HD 104067,1,2,0,0,Radial Velocity,2024,13.8992,0.1058,3.69,0.33,13.2,0.04153184,0.29,27.4455,648.36,1.44,,4952.0,0.78,0.82,0.11,4.56,4.33,2.626182,20.3632,7.92,5.614,7.62029
HIP 97166 c,HIP 97166,1,2,0,0,Radial Velocity,2021,16.432,0.124,2.75,0.245,8.0,0.02517081,0.0,30.7622,642.0,2.11,,5216.0,0.8418,0.9342,0.248,4.557,1.2,2.1928,65.9501,9.92,7.923,9.68443
TOI-2379 b,TOI-2379,1,1,0,0,Transit,2024,5.4693827,0.05263,11.72459381,1.046,1830.69162432,5.76,0.342,25.3,624.0,6.21,88.85,3707.0,0.622,0.645,0.501,4.653,10.4,3.76,211.247,15.548,11.477,14.6601
WASP-140 b,WASP-140,2,1,0,0,Transit,2016,2.23598448,0.0323,14.23540549,1.27,775.5052,2.44,0.047,491.326,1270.0,1.578175,84.3,5300.0,0.87,0.9,0.12,4.51,0.5,1.94,117.598,11.118,9.165,10.8202
K2-255 b,K2-255,1,1,0,0,Transit,2018,1.96417,0.0274,2.9,0.25872067,8.75,0.0275,,215.9107,1034.0,1.97,,4676.0,0.69,0.71,-0.14,4.62,,1.948352,191.608,13.662,10.827,13.3087
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,0,0,Microlensing,2019,,1.8,13.5,1.2,570.0,1.8,,,,1.27,,,,0.18,,,,,7100.0,,,
Kepler-365 c,Kepler-365,1,2,0,0,Transit,2014,17.784129,0.137,1.64,0.146,3.33,0.0105,0.0,66.87,729.0,4.15,89.81,6012.0,1.048,1.02,-0.218,4.434,4.0,2.00592,1038.99,14.771,13.145,
Kepler-592 b,Kepler-592,1,1,0,0,Transit,2016,2.820192408,0.0397,2.39,0.21322152,6.3,0.0198,0.0,935.827,1367.0,2.54,84.91,5913.0,1.04,1.04,-0.03,4.42,3.89,1.10793,1153.13,14.846,13.219,14.6275
Kepler-1542 d,Kepler-1542,1,4,0,0,Transit,2016,5.99273738,0.0629,0.87,0.0776162,0.59,0.00186,0.0,297.806,1010.0,4.92,88.08,5564.0,0.99,0.94,0.06,4.41,8.51,0.58,399.114,12.734,10.989,12.5876
Kepler-29 c,Kepler-29,1,2,0,0,Transit,2011,13.28613,0.10027,2.34,0.20876082,4.5,0.01415851,0.0,34.4,715.0,1.91,89.97,5378.0,0.732,0.761,-0.44,4.6,0.3,1.93,832.532,15.547,13.657,15.2819
Kepler-506 b,Kepler-506,1,1,0,0,Transit,2016,6.8834055,0.07437,2.73,0.24355429,7.9,0.0249,0.0,330.547,1080.0,2.13,89.82,6236.0,1.19,1.19,0.09,4.36,1.74,0.69,228.439,11.094,9.617,10.7836
Kepler-1814 b,Kepler-1814,1,2,0,0,Transit,2021,2.935359955,0.03765,2.36961357,0.21140313,6.21,0.0195,0.0,216.9,1022.0,2.56,84.29,4922.0,0.823,0.79,0.2,4.505,2.82,1.41522,726.346,15.814,13.393,15.607
Kepler-1004 b,Kepler-1004,1,1,0,0,Transit,2016,5.28789787,0.06791,6.28,0.56026407,32.5,0.102,0.0,1610.087,1661.0,0.721,83.69,4972.0,3.39,1.11,-0.04,3.43,7.76,0.04,1152.68,13.705,11.06,13.3998
Kepler-1911 b,Kepler-1911,1,1,0,0,Transit,2021,5.990799904,0.0636,1.011,0.09019553,1.01,0.00318,0.0,223.93,987.0,5.37,84.42,5721.0,0.972,0.954,0.0,4.442,,0.48279,269.912,12.245,10.635,12.1119
Kepler-46 d,Kepler-46,1,3,0,0,Transit,2014,6.766589,0.067,1.64,0.146,3.33,0.0105,0.0,92.346,845.0,4.15,88.51,5309.0,0.79,0.883,0.17,4.583,2.34,1.66,777.06,15.312,13.347,15.2548
kap CrB b,kap CrB,1,1,0,0,Radial Velocity,2007,1253.68,2.5,13.4,1.2,591.1638,1.86,0.04,1.7376,319.32,1.35,60.0,4840.0,4.68,1.33,0.09,3.2,3.42,,30.0651,4.79734,2.423,4.52428
Kepler-1548 b,Kepler-1548,1,1,0,0,Transit,2016,124.828679,0.4679,2.64,0.23552502,7.46,0.0235,0.0,1.933,350.0,2.23,89.96,5706.0,0.97,0.99,0.05,4.46,4.37,4.0876,872.279,15.324,13.7,15.2455
WASP-61 b,WASP-61,1,1,0,0,Transit,2012,3.8559,0.0521,15.80469,1.41,851.7844,2.68,0.0,1062.0298,1624.4,1.423,89.35,6250.0,1.55,1.82,-0.1,4.26,2.7,0.69,488.66,12.489,11.008,12.0702
Kepler-281 d,Kepler-281,1,3,0,0,Transit,2021,148.2720032,0.5456,5.93747806,0.52970723,654.0,2.05771412,0.0,2.51,321.0,12.3,89.66,5717.0,0.884,0.984,0.0,4.538,0.6,2.95931,1745.45,15.931,13.994,15.7537
HD 190360 c,HD 190360,2,3,0,0,Radial Velocity,2005,17.11625,0.1298,5.53,0.494,26.2,0.08243442,0.163,69.1705,794.55,0.851,95.0,5560.0,1.14,0.996,0.26,4.1,11.3,0.866995,16.0069,5.738,4.076,5.55436
Kepler-1287 b,Kepler-1287,1,1,0,0,Transit,2016,11.47685909,0.0976,1.54,0.1373896,2.99,0.0094,0.0,78.156,796.0,4.5,89.87,5715.0,0.94,0.96,-0.05,4.48,4.07,4.79022,1003.26,15.216,13.505,15.0069
Kepler-1506 b,Kepler-1506,1,1,0,0,Transit,2016,14.0329154,0.1168,1.32,0.11776251,2.3,0.00724,0.0,235.807,783.0,5.5,89.85,5676.0,0.93,0.95,-0.05,4.49,3.98,0.38064,2366.02,15.836,14.082,15.6243
Kepler-913 b,Kepler-913,1,2,0,0,Transit,2016,10.29672521,0.1009,2.06,0.18378089,4.9,0.0154,0.0,58.9,1129.0,3.08,89.4,4687.0,0.61,0.63,-0.52,4.67,5.62,4.307,991.618,15.522,13.477,15.7385
TOI-3160 A b,TOI-3160 A,2,1,0,0,Transit,2025,3.971281,0.0505,13.7646283,1.228,378.21580433,1.19,0.18,933.0,1539.0,0.79,84.63,6190.0,1.346,1.088,-0.114,4.217,5.5,0.629,567.678,12.649,10.894,12.3708
Kepler-1066 b,Kepler-1066,1,1,0,0,Transit,2016,1.931559839,0.0298,2.36,0.2105451,6.17,0.0194,0.0,710.019,1290.0,2.58,80.37,5762.0,0.98,0.98,-0.03,4.45,3.8,1.48,344.251,13.115,11.362,13.0239
Kepler-262 c,Kepler-262,1,2,0,0,Transit,2014,21.853722,0.152,1.64,0.146,3.33,0.0105,0.0,25.26,618.0,4.15,88.95,5841.0,0.881,0.816,-0.3382,4.541,3.55,1.55,613.129,14.478,12.732,14.2241
KOI-351 h,KOI-351,1,8,0,0,Transit,2013,331.60296,0.97062,11.252,1.00383793,203.0,0.63870943,0.0276,1.849,294.0,0.911829,89.927,6031.13,1.185,1.242,0.083,4.27,0.53,1.18855,848.254,13.883,12.482,13.7397
HD 99492 b,HD 99492,2,2,0,0,Radial Velocity,2004,17.0503,0.12,5.44,0.486,25.5,0.08023197,0.034,23.2671,622.27,0.87,,4929.0,0.822539,0.85,0.3,4.57,4.8,2.836726,18.2038,7.56727,5.256,7.26005
Kepler-359 d,Kepler-359,1,3,0,0,Transit,2014,77.095691,0.372,4.01,0.358,2.7,0.00849511,0.0,5.5,464.0,0.1,88.0,6248.0,1.086,0.827,-0.29,4.429,3.02,0.16559,1443.21,15.805,14.487,15.8814
Kepler-859 b,Kepler-859,1,1,0,0,Transit,2016,20.38177573,0.13157,3.09,0.27567134,9.75,0.0307,0.0,14.897,528.0,1.82,89.59,5020.0,0.77,0.81,-0.02,4.59,4.57,2.11,839.903,15.977,13.858,15.8805
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,1,0,0,Microlensing,2021,,1.305,2.34,0.208,6.059,0.01906375,,,,2.6,,,,0.219,,,,,6705.0,,,
